data,link_direto,status_direto,texto_completo,idioma,meio_comun_verif,data_mes
2015-07-08,https://web.archive.org/web/20150908211018/http://www.usp.br/imprensa/?p=50902,wayback,"A Fundação de Amparo à Pesquisa do Estado de São Paulo (Fapesp) vai reunir seus 17 Centros de Pesquisa, Inovação e Difusão (Cepids), durante a 67ª Reunião Anual da Sociedade Brasileira para o Progresso da Ciência (SBPC), que será realizada entre 12 e 18 de julho no campus da Universidade Federal de São Carlos (UFSCar), em São Carlos. Dos 17 Cepids mantidos pela Fapesp, 11 são coordenados pela USP.

No estande da Fapesp, os Cepids mostrarão um panorama da avançada produção em ciência e tecnologia desenvolvida nesses centros. O estande ocupará uma área com 290 metros quadrados dentro da ExpoT&C, espaço formado por dois pavilhões climatizados e área total de seis mil metros quadrados, que abrigará diversos institutos de pesquisa, universidades, agências de fomento, entidades governamentais e outras organizações ligadas ao ensino e à pesquisa científicos.

Criados com a missão de fazer ciência de ponta, desenvolvimento tecnológico e inovação, e repassar esse conhecimento para a sociedade, os Cepids são apoiados pela FAPESP por períodos de até 11 anos e têm como objetivo desenvolver investigação fundamental ou aplicada, com impacto científico e social relevantes.

Atualmente, os 17 Centros se dedicam à pesquisa de temas como obesidade, biomedicina, problemas urbanos, alimentos, óptica e fotônica, matemática aplicada à indústria, ciências computacionais, genoma humano, terapia celular, células-tronco, doenças inflamatórias, fármacos, neurociência e novos materiais, entre outros.

Os Cepids também contribuem para a inovação por meio de transferência de tecnologia aos setores público e privado, além de oferecer atividades de extensão para professores e alunos do ensino fundamental e médio e para o público em geral. Uma amostra dessas atividades será exibida no evento.

Entre os Cepids da USP que estarão presentes à reunião da SBPC, o Centro de Pesquisa em Óptica e Fotônica (CePOF) apresentará uma amostra de suas atividades, incluindo estudos fundamentais em sistemas e dispositivos para comunicações ópticas e em fotônica exploratória, ciências dos materiais, ciências da vida, metrologia óptica e óptica quântica.

Também as pesquisas realizadas no Centro de Terapia Celular (CTC) – responsável pela primeira geração de células-tronco embrionárias no Brasil e pela produção de um dos primeiros clones bovinos e ovinos no país – serão apresentadas no estande da Fapesp, incluindo a investigação de mecanismos relacionados a diversas doenças e os estudos para a produção de células-tronco em grande escala, de forma a viabilizar sua utilização clínica.

O Centro de Pesquisa, Inovação e Difusão em Neuromatemática (Neuromat) desenvolve pesquisa avançada em neurociência teórica e reúne uma equipe de especialistas formada por matemáticos, cientistas da computação, neurocientistas e clínicos especialistas em reabilitação. Na ExpoT&C, o Neuromat vai apresentar exemplos de simulações computacionais de modelos matemáticos para a rede de neurônios do cérebro.

Pesquisadores do Centro de Ciências Matemáticas Aplicadas à Indústria (CeMEAI), com sede no Instituto de Ciências Matemáticas e de Computação (ICMC), em São Carlos, vão exibir vídeos sobre as pesquisas e tirar dúvidas dos visitantes. Durante o evento, o CeMEAI também vai inaugurar oficialmente seu novo cluster computacional, um agregado de processadores ligados em rede. Trata-se de um computador de grande porte para o processamento científico de alto desempenho.

Na área de Humanidades, o Centro de Estudos da Metrópole (CEM), formado por demógrafos, cientistas políticos, sociólogos, geógrafos e antropólogos, vai mostrar um pouco de suas quatro linhas de pesquisa: análise da relação entre mudança, democracia e desigualdade no Brasil nos últimos 50 anos; impacto das políticas públicas na redução da pobreza; papel das instituições políticas; e diferentes formas de governança em áreas urbanas, incluindo o TerraView Política Social, um programa livre de geoprocessamento desenvolvido pelos pesquisadores.

Pesquisando a construção da legitimidade das instituições a partir das relações entre cidadãos e funcionários públicos, o Núcleo de Estudos da Violência (NEV) vai apresentar o programa de pesquisa Building Democracy Daily: Human Rights, Violence and Institutional Trust, dedicado a investigar de que maneira a legitimidade de instituições fundamentais para a democracia é construída no cotidiano a partir das relações entre cidadãos e responsáveis pelos serviços públicos na cidade de São Paulo.

Com o tema “Luz, Ciência e Ação”, a reunião da SBPC em São Carlos fará alusão ao Ano Internacional da Luz, comemorado em 2015. Sede de importantes universidades, a cidade paulista vai receber 212 atividades com pesquisadores do Brasil e do exterior, além de gestores do sistema de ciência e tecnologia de todo o país.

O programa da reunião anual compreende 64 conferências, 62 mesas-redondas, 52 minicursos, 13 sessões especiais, 11 simpósios, cinco assembleias e quatro encontros.

O evento tem como objetivo principal popularizar e valorizar a produção científica nacional e inseri-la no cotidiano das pessoas. Paralelamente à reunião, ocorrem a SBPC Jovem, a SBPC Indígena, a SBPC Mirim e a SBPC Cultural, além da ExpoT&C.

Mais informações e detalhes sobre a programação podem ser obtidos no site da SBPC.",pt,USP Online,2015-07-01
2015-07-08,https://portal.sbpcnet.org.br/noticias/08-07-2015-rede-noticiaquebracentros-de-pesquisa-inovacao-e-difusao-cepids-estarao-na-67a-reuniao-da-sbpc/,functional,"Durante a 67ª Reunião Anual da Sociedade Brasileira para o Progresso da Ciência (SBPC), que será realizada entre 12 e 18 de julho no campus da Universidade Federal de São Carlos (UFSCar), em São Carlos, no interior paulista, a FAPESP vai reunir os 17 Centros de Pesquisa, Inovação e Difusão (CEPIDs) mantidos pela Fundação.
No estande da FAPESP, os CEPIDS mostrarão um panorama da avançada produção em ciência e tecnologia desenvolvida nesses centros. O estande ocupará uma área com 290 metros quadrados dentro da ExpoT&C, espaço formado por dois pavilhões climatizados e área total de 6 mil metros quadrados, que abrigará diversos institutos de pesquisa, universidades, agências de fomento, entidades governamentais e outras organizações ligadas ao ensino e à pesquisa científicos.
Criados com a missão de fazer ciência de ponta, desenvolvimento tecnológico e inovação, e repassar esse conhecimento para a sociedade, os CEPIDs são apoiados pela FAPESP por períodos de até 11 anos e têm como objetivo desenvolver investigação fundamental ou aplicada, com impacto científico e social relevantes.
Atualmente, os 17 Centros se dedicam à pesquisa de temas como obesidade, biomedicina, problemas urbanos, alimentos, óptica e fotônica, matemática aplicada à indústria, ciências computacionais, genoma humano, terapia celular, células-tronco, doenças inflamatórias, fármacos, neurociência e novos materiais, entre outros.
Os CEPIDs também contribuem para a inovação por meio de transferência de tecnologia aos setores público e privado, além de oferecer atividades de extensão para professores e alunos do ensino fundamental e médio e para o público em geral. Uma amostra dessas atividades será exibida no evento.
Entre os CEPIDs estará presente o Instituto de Pesquisa sobre Neurociências e Neurotecnologia (BRAINN), que tem foco na investigação dos mecanismos que levam à epilepsia e ao acidente vascular cerebral (AVC) e dos danos causados por sua progressão. O BRAINN mostrará sondas neurais produzidas pelo centro e modelos de cérebros feitos em impressão 3D por Sinterização Seletiva a Laser (SSL).
O Centro de Pesquisa em Óptica e Fotônica (CePOF) também vai oferecer uma amostra de suas atividades, incluindo estudos fundamentais em sistemas e dispositivos para comunicações ópticas e em fotônica exploratória, ciências dos materiais, ciências da vida, metrologia óptica e óptica quântica.
Já o Centro de Pesquisa em Obesidade e Comorbidades (OCRC, na sigla em inglês) contará com a ajuda de modelos anatômicos confeccionados em resina e espuma para mostrar resultados de seus estudos sobre obesidade, doença que resulta do desequilíbrio entre ingestão calórica e gasto energético, geralmente associado a diabetes, hipertensão, aterosclerose e alguns tipos de câncer.
Também as pesquisas realizadas no Centro de Terapia Celular (CTC) – responsável pela primeira geração de células-tronco embrionárias no Brasil e pela produção de um dos primeiros clones bovinos e ovinos no país – serão apresentadas no estande da FAPESP, incluindo a investigação de mecanismos relacionados a diversas doenças e os estudos para a produção de células-tronco em grande escala, de forma a viabilizar sua utilização clínica.
O Centro de Pesquisa, Inovação e Difusão em Neuromatemática (Neuromat) desenvolve pesquisa avançada em neurociência teórica e reúne uma equipe de especialistas formada por matemáticos, cientistas da computação, neurocientistas e clínicos especialistas em reabilitação. Na ExpoT&C, o Neuromat vai apresentar exemplos de simulações computacionais de modelos matemáticos para a rede de neurônios do cérebro.
Além de integrar o estande da FAPESP, o Centro de Pesquisa, Educação e Inovação em Vidros (CeRTEV) vai participar durante a reunião da mostra de iniciativas para divulgação e ensino sobre materiais vítreos. Dentre os objetos expostos estão uma coletânea de histórias em quadrinhos, estilo mangá, intitulada “Histórias de vidro”, kits para demonstração das propriedades dos vidros, fotônica, entre outros, além da exposição “Ciência e Arte Inclusiva”, que mostra fotos e modelos 3D dos cristais de vidro.",pt,SBPC Net,2015-07-01
2015-07-08,https://www.desenvolvimentoeconomico.sp.gov.br/centros-de-pesquisa-inovacao-e-difusao-da-fapesp-estarao-na-67a-reuniao-da-sbpc/,functional,"A Fundação de Amparo à Pesquisa do Estado de São Paulo (Fapesp) vai reunir os 17 Centros de Pesquisa, Inovação e Difusão (Cepids), mantidos pela instituição, durante a 67ª Reunião Anual da Sociedade Brasileira para o Progresso da Ciência (SBPC), que será realizada entre 12 e 18 de julho na Universidade Federal de São Carlos (UFSCar), em São Carlos, no interior paulista.

No estande da Fapesp, os Cepids mostrarão um panorama da avançada produção em ciência e tecnologia desenvolvida nesses centros. O estande ocupará uma área com 290 m² dentro da ExpoT&C, espaço formado por dois pavilhões climatizados e área total de 6 mil m², que abrigará diversos institutos de pesquisa, universidades, agências de fomento, entidades governamentais e outras organizações ligadas ao ensino e à pesquisa científicos.

Criados com a missão de fazer ciência de ponta e repassar esse conhecimento para a sociedade, os Cepids são apoiados pela Fapesp por períodos de até 11 anos e têm como objetivo desenvolver investigação fundamental ou aplicada, com impacto científico e social relevantes. Atualmente, os 17 centros se dedicam à pesquisa de temas como obesidade, biomedicina, problemas urbanos, alimentos, óptica e fotônica, matemática aplicada à indústria, ciências computacionais, genoma humano, terapia celular, células-tronco, doenças inflamatórias, fármacos, neurociência e novos materiais, entre outros.

Os Cepids também contribuem para a inovação por meio de transferência de tecnologia aos setores público e privado, além de oferecer atividades de extensão para professores e alunos do ensino fundamental e médio e para o público em geral. Uma amostra dessas atividades será exibida no evento.

Entre os Cepids estará presente o Instituto de Pesquisa sobre Neurociências e Neurotecnologia (BRAINN), que tem foco na investigação dos mecanismos que levam à epilepsia e ao acidente vascular cerebral (AVC) e dos danos causados por sua progressão. O Brainn mostrará sondas neurais produzidas pelo centro e modelos de cérebros feitos em impressão 3D por Sinterização Seletiva a Laser (SSL).

O Centro de Pesquisa em Óptica e Fotônica (CePOF) também vai oferecer uma amostra de suas atividades, incluindo estudos fundamentais em sistemas e dispositivos para comunicações ópticas e em fotônica exploratória, ciências dos materiais, ciências da vida, metrologia óptica e óptica quântica.

Já o Centro de Pesquisa em Obesidade e Comorbidades (OCRC, na sigla em inglês) contará com a ajuda de modelos anatômicos confeccionados em resina e espuma para mostrar resultados de seus estudos sobre obesidade, doença que resulta do desequilíbrio entre ingestão calórica e gasto energético, geralmente associado a diabetes, hipertensão, aterosclerose e alguns tipos de câncer.

Também as pesquisas realizadas no Centro de Terapia Celular (CTC) – responsável pela primeira geração de células-tronco embrionárias no Brasil e pela produção de um dos primeiros clones bovinos e ovinos no País – serão apresentadas no estande da Fapesp, incluindo a investigação de mecanismos relacionados a diversas doenças e os estudos para a produção de células-tronco em grande escala.

O Centro de Pesquisa, Inovação e Difusão em Neuromatemática (Neuromat) desenvolve pesquisa em neurociência teórica e reúne uma equipe formada por matemáticos, cientistas da computação, neurocientistas e clínicos especialistas em reabilitação. Na ExpoT&C, o Neuromat vai apresentar exemplos de simulações computacionais de modelos matemáticos para a rede de neurônios do cérebro.

Além de integrar o estande da Fapesp, o Centro de Pesquisa, Educação e Inovação em Vidros (CeRTEV) vai participar durante a reunião da mostra de iniciativas para divulgação e ensino sobre materiais vítreos. Dentre os objetos expostos estão uma coletânea de histórias em quadrinhos, estilo mangá, kits para demonstração das propriedades dos vidros, fotônica, entre outros, além da exposição ""Ciência e Arte Inclusiva"", que mostra fotos e modelos 3D dos cristais de vidro.

Pesquisadores do Centro de Ciências Matemáticas Aplicadas à Indústria (CeMEAI), com sede no Instituto de Ciências Matemáticas e de Computação (ICMC) da Universidade de São Paulo (USP), em São Carlos, vão exibir vídeos sobre as pesquisas e tirar dúvidas de visitantes. Durante o evento, o CeMEAI vai inaugurar seu novo cluster computacional, um agregado de processadores ligados em rede. Trata-se de um computador de grande porte para o processamento científico de alto desempenho.

Na área de Humanidades, o Centro de Estudos da Metrópole (CEM), formado por demógrafos, cientistas políticos, sociólogos, geógrafos e antropólogos, vai mostrar um pouco de suas quatro linhas de pesquisa: análise da relação entre mudança, democracia e desigualdade no Brasil nos últimos 50 anos; impacto das políticas públicas na redução da pobreza; papel das instituições políticas; e diferentes formas de governança em áreas urbanas, incluindo o Terra View Política Social, um programa livre de geoprocessamento desenvolvido pelos pesquisadores.

O Centro para o Estudo da Violência (NEV) vai apresentar o programa de pesquisa Building Democracy Daily: Human Rights, violence and Institutional Trust, dedicado a investigar de que maneira a legitimidade de instituições fundamentais para a democracia é construída no cotidiano a partir das relações entre cidadãos e responsáveis pelos serviços públicos na cidade de São Paulo.

Com o tema “Luz, Ciência e Ação”, a reunião da SBPC em São Carlos fará alusão ao Ano Internacional da Luz, comemorado em 2015. Sede de importantes universidades, a cidade paulista vai receber 212 atividades com pesquisadores do Brasil e do exterior, além de gestores do sistema de ciência e tecnologia de todo o País. O programa da reunião anual compreende 64 conferências, 62 mesas-redondas, 52 minicursos, 13 sessões especiais, 11 simpósios, cinco assembleias e quatro encontros.

A programação científica do evento inclui conferências sobre “A teoria da relatividade geral: 100 anos depois”, “Instalações nucleares, risco e desenvolvimento no cenário atual do Brasil”, “A contribuição do trabalho dos físicos médicos na medicina – presente e futuro”, “IPBES – O IPCC da Biodiversidade e Serviços Ecossistêmicos”, “Nanomedicina e nanotoxicologia: como o uso de nanomateriais já está contribuindo para o avanço da medicina diagnóstica e da terapêutica”, “Bioeconomia” e “Nanomateriais em dispositivos para a conversão de luz solar em energia elétrica”, entre outras.

Nas mesas-redondas serão debatidos temas como “Energia para um futuro sustentável”, “Educação superior, pesquisa e política industrial”, “Internet como direito fundamental”, “Políticas públicas para a educação em ciências”, “O plágio na comunidade científica: questões éticas, jurídicas e culturais”, “O papel da universidade no sistema nacional de inovação” e “Perspectivas e desafios da internacionalização no campo das ciências humanas e sociais”.

No dia 14 de julho, a mesa-redonda “Políticas e incentivos à inovação tecnológica nas instituições de ciência e tecnologia” contará com a participação do presidente da Fapesp, Celso Lafer. Na mesma data, o diretor científico da fundação, Carlos Henrique de Brito Cruz, participará do debate “Avaliação, organização curricular e organização da pesquisa: novos padrões de governança e institucionalidade da universidade pública”. Já entre os temas dos minicursos oferecidos estão “Geologia do petróleo”, “Propriedade intelectual e transferência de tecnologia”, “Astronomia na escola”, “A física dos relâmpagos e o ensino médio”, “Metrologia: teoria e prática”, “A luz e o ensino de ciências e matemática” e “A importância dos recursos hídricos em época de crise”.

A 67ª reunião anual da SBPC tem como objetivo principal popularizar e valorizar a produção científica nacional e inseri-la no cotidiano das pessoas. Paralelamente à reunião, ocorrem a SBPC Jovem, a SBPC Indígena, a SBPC Mirim e a SBPC Cultural, além da ExpoT&C. Mais informações e detalhes sobre a programação podem ser obtidos no endereço www.sbpcnet.org.br/saocarlos/home/.",pt,Secretaria de Desenvolvimento Econômico,2015-07-01
2015-07-08,https://www.redenoticia.com.br/noticia/2015/centros-de-pesquisa-inovacao-e-difusao-cepids-estarao-na-67a-reuniao-da-sbpc/72341,functional,"Durante a 67ª Reunião Anual da Sociedade Brasileira para o Progresso da Ciência (SBPC), que será realizada entre 12 e 18 de julho no campus da Universidade Federal de São Carlos (UFSCar), em São Carlos, no interior paulista, a FAPESP vai reunir os 17 Centros de Pesquisa, Inovação e Difusão () mantidos pela Fundação.

No estande da FAPESP, os CEPIDS mostrarão um panorama da avançada produção em ciência e tecnologia desenvolvida nesses centros. O estande ocupará uma área com 290 metros quadrados dentro da ExpoT&C, espaço formado por dois pavilhões climatizados e área total de 6 mil metros quadrados, que abrigará diversos institutos de pesquisa, universidades, agências de fomento, entidades governamentais e outras organizações ligadas ao ensino e à pesquisa científicos.

Criados com a missão de fazer ciência de ponta, desenvolvimento tecnológico e inovação, e repassar esse conhecimento para a sociedade, os CEPIDs são apoiados pela FAPESP por períodos de até 11 anos e têm como objetivo desenvolver investigação fundamental ou aplicada, com impacto científico e social relevantes.

Atualmente, os 17 Centros se dedicam à pesquisa de temas como obesidade, biomedicina, problemas urbanos, alimentos, óptica e fotônica, matemática aplicada à indústria, ciências computacionais, genoma humano, terapia celular, células-tronco, doenças inflamatórias, fármacos, neurociência e novos materiais, entre outros.

Os CEPIDs também contribuem para a inovação por meio de transferência de tecnologia aos setores público e privado, além de oferecer atividades de extensão para professores e alunos do ensino fundamental e médio e para o público em geral. Uma amostra dessas atividades será exibida no evento.

Entre os CEPIDs estará presente o Instituto de Pesquisa sobre Neurociências e Neurotecnologia (), que tem foco na investigação dos mecanismos que levam à epilepsia e ao acidente vascular cerebral (AVC) e dos danos causados por sua progressão. O BRAINN mostrará sondas neurais produzidas pelo centro e modelos de cérebros feitos em impressão 3D por Sinterização Seletiva a Laser (SSL).

O Centro de Pesquisa em Óptica e Fotônica () também vai oferecer uma amostra de suas atividades, incluindo estudos fundamentais em sistemas e dispositivos para comunicações ópticas e em fotônica exploratória, ciências dos materiais, ciências da vida, metrologia óptica e óptica quântica.

Já o Centro de Pesquisa em Obesidade e Comorbidades (, na sigla em inglês) contará com a ajuda de modelos anatômicos confeccionados em resina e espuma para mostrar resultados de seus estudos sobre obesidade, doença que resulta do desequilíbrio entre ingestão calórica e gasto energético, geralmente associado a diabetes, hipertensão, aterosclerose e alguns tipos de câncer.

Também as pesquisas realizadas no Centro de Terapia Celular () – responsável pela primeira geração de células-tronco embrionárias no Brasil e pela produção de um dos primeiros clones bovinos e ovinos no país – serão apresentadas no estande da FAPESP, incluindo a investigação de mecanismos relacionados a diversas doenças e os estudos para a produção de células-tronco em grande escala, de forma a viabilizar sua utilização clínica.

O Centro de Pesquisa, Inovação e Difusão em Neuromatemática () desenvolve pesquisa avançada em neurociência teórica e reúne uma equipe de especialistas formada por matemáticos, cientistas da computação, neurocientistas e clínicos especialistas em reabilitação. Na ExpoT&C, o Neuromat vai apresentar exemplos de simulações computacionais de modelos matemáticos para a rede de neurônios do cérebro.

Além de integrar o estande da FAPESP, o Centro de Pesquisa, Educação e Inovação em Vidros () vai participar durante a reunião da mostra de iniciativas para divulgação e ensino sobre materiais vítreos. Dentre os objetos expostos estão uma coletânea de histórias em quadrinhos, estilo mangá, intitulada “Histórias de vidro”, kits para demonstração das propriedades dos vidros, fotônica, entre outros, além da exposição “Ciência e Arte Inclusiva”, que mostra fotos e modelos 3D dos cristais de vidro.

Pesquisadores do Centro de Ciências Matemáticas Aplicadas à Indústria (), com sede no Instituto de Ciências Matemáticas e de Computação (ICMC) da USP, em São Carlos, vão exibir vídeos sobre as pesquisas e tirar dúvidas dos visitantes. Durante o evento, o CeMEAI também vai inaugurar oficialmente seu novo cluster computacional, um agregado de processadores ligados em rede. Trata-se de um computador de grande porte para o processamento científico de alto desempenho.

Na área de Humanidades, o Centro de Estudos da Metrópole (), formado por demógrafos, cientistas políticos, sociólogos, geógrafos e antropólogos, vai mostrar um pouco de suas quatro linhas de pesquisa: análise da relação entre mudança, democracia e desigualdade no Brasil nos últimos 50 anos; impacto das políticas públicas na redução da pobreza; papel das instituições políticas; e diferentes formas de governança em áreas urbanas, incluindo o Terra View Política Social, um programa livre de geoprocessamento desenvolvido pelos pesquisadores.

Pesquisando a construção da legitimidade das instituições a partir das relações entre cidadãos e funcionários públicos, o Centro para o Estudo da Violência () vai apresentar o programa de pesquisa Building Democracy Daily: Human Rights, violence and Institutional Trust, dedicado a investigar de que maneira a legitimidade de instituições fundamentais para a democracia é construída no cotidiano a partir das relações entre cidadãos e responsáveis pelos serviços públicos na cidade de São Paulo.

Com o tema “Luz, Ciência e Ação”, a reunião da SBPC em São Carlos fará alusão ao Ano Internacional da Luz, comemorado em 2015. Sede de importantes universidades, a cidade paulista vai receber 212 atividades com pesquisadores do Brasil e do exterior, além de gestores do sistema de ciência e tecnologia de todo o país.

O programa da reunião anual compreende 64 conferências, 62 mesas-redondas, 52 minicursos, 13 sessões especiais, 11 simpósios, cinco assembleias e quatro encontros. A conferência de abertura da 67ª SBPC ficará a cargo do ministro da Ciência, Tecnologia e Inovação, Aldo Rebelo, que falará sobre ciência e pesquisa para a soberania, a democracia e o bem-estar da população.

A programação científica do evento inclui conferências sobre “A teoria da relatividade geral: 100 anos depois”, “Instalações nucleares, risco e desenvolvimento no cenário atual do Brasil”, “A contribuição do trabalho dos físicos médicos na medicina – presente e futuro”, “IPBES – O IPCC da Biodiversidade e Serviços Ecossistêmicos”, “Nanomedicina e nanotoxicologia: como o uso de nanomateriais já está contribuindo para o avanço da medicina diagnóstica e da terapêutica”, “Bioeconomia” e “Nanomateriais em dispositivos para a conversão de luz solar em energia elétrica”, entre outras.

Nas mesas-redondas serão debatidos temas como “Energia para um futuro sustentável”, “Educação superior, pesquisa e política industrial”, “Internet como direito fundamental”, “Políticas públicas para a educação em ciências”, “O plágio na comunidade científica: questões éticas, jurídicas e culturais”, “O papel da universidade no sistema nacional de inovação” e “Perspectivas e desafios da internacionalização no campo das ciências humanas e sociais”.

No dia 14 de julho, a mesa-redonda “Políticas e incentivos à inovação tecnológica nas instituições de ciência e tecnologia” terá a participação do presidente da FAPESP, Celso Lafer. Na mesma data, o diretor científico da Fundação, Carlos Henrique de Brito Cruz, participará do debate “Avaliação, organização curricular e organização da pesquisa: novos padrões de governança e institucionalidade da universidade pública”.

Já entre os temas dos minicursos oferecidos estão “Geologia do petróleo”, “Propriedade intelectual e transferência de tecnologia”, “Astronomia na escola”, “A física dos relâmpagos e o ensino médio”, “Metrologia: teoria e prática”, “A luz e o ensino de ciências e matemática” e “A importância dos recursos hídricos em época de crise”.

A 67ª reunião anual da SBPC tem como objetivo principal popularizar e valorizar a produção científica nacional e inseri-la no cotidiano das pessoas. Paralelamente à reunião, ocorrem a SBPC Jovem, a SBPC Indígena, a SBPC Mirim e a SBPC Cultural, além da ExpoT&C.

Mais informações e detalhes sobre a programação podem ser obtidos no endereço .",pt,Rede Notícia,2015-07-01
2015-09-22,http://www.planetauniversitario.com/index.php/ciencia-e-tecnologia-mainmenu-75/35223-usp-tera-cluster-para-simular-funcionamento-do-cortex-cerebral,functional,"O Centro de Pesquisa, Inovação e Difusão em Neuromatemática (NeuroMat), um dos Centros de Pesquisa, Inovação e Difusão (CEPIDs) financiados pela FAPESP, deu início à montagem de um ""supercomputador"" que simulará o funcionamento do córtex cerebral, uma das partes mais importantes do sistema nervoso central.
O equipamento, chamado de High-Performance Computational Center (HPCC), utiliza o poder concentrado de processamento de um cluster, um conjunto de computadores que trabalham de forma coordenada, formando um supercomputador virtual.

Serão quatro nós – o nome dado aos computadores que formam um cluster – de alta velocidade, cada um contendo oito processadores com 10 núcleos. Para cada processador há uma memória de 16GB DDR4 e o sistema também tem um acelerador gráfico de alta tecnologia, essencial para permitir simulações numéricas rápidas e grandes – caso das tarefas que o HPCC desempenhará.

“O cluster será configurado para fazer processamento numérico e simular redes de neurônios, possibilitando o estudo de alterações na atividade dessas redes quando é aplicado um estímulo externo ou quando ocorre uma lesão ou perda de uma região do córtex, provocada por um acidente vascular cerebral (AVC), por exemplo. Trata-se de simulações de grande porte e o cluster estará preparado para isso”, explicou Antonio Carlos Roque da Silva Filho, da Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP) e um dos pesquisadores principais do NeuroMat.

De acordo com o pesquisador, a primeira meta do HPCC será gerar uma simulação válida do córtex, que é relacionado a funções importantes do cérebro, como memória, atenção, consciência, linguagem, percepção e pensamento.

“Simulações fornecem modelos em que se pode aplicar e testar hipóteses que ainda permanecem em um nível abstrato, de forma experimental”, disse.

A estrutura que está sendo concebida tem milhões de neurônios que interagem entre si organizados em uma arquitetura que captura os padrões de ligações neuronais do córtex, tanto verticalmente, com colunas de neurônios densamente interligados, como horizontalmente, com uma rede de colunas interligadas. Os elementos para compor as áreas locais e globais do modelo vêm de estudos de diversos pesquisadores, alguns ligados ao NeuroMat.

“Praticamente todas as funções superiores do cérebro dependem do córtex. Por isso é preciso conhecer bem a anatomia dessa região, a sua estrutura, as conexões entre os neurônios e que tipo de células estão inseridas nessa arquitetura. Os neurônios têm `personalidades´ diferentes e é preciso conhecer seus efeitos, compreendendo também como eles se combinam com os efeitos das conexões neuronais e da dinâmica das sinapses”, disse Roque.

Para cada um desses elementos do conjunto das redes neuronais – a arquitetura da rede, o tipo de célula e o modelo da sinapse – o NeuroMat tem equações que simulam o comportamento dos neurônios. Quando o modelo estiver consolidado, os pesquisadores estudarão os fenômenos de plasticidade sináptica, relacionada à capacidade do cérebro de se remodelar em função das experiências do indivíduo, reformulando as suas conexões de acordo com os fatores ambientais aos quais está submetido.

“Nós lidamos com perguntas ainda em aberto. A comunidade internacional não sabe dizer qual o papel da arquitetura da rede de neurônios sobre a função do cérebro e essa questão existe porque não se conhece ainda a arquitetura real do cérebro”, contou.

Cada coluna neuronal do modelo terá cerca de 80 mil neurônios interagindo. A estrutura simulada considerará ainda outros elementos conhecidos a partir de estudos experimentais em redes corticais, como a proporção de neurônios e as probabilidades de conexões entre células excitatórias e inibitórias em locais específicos.

Além disso, o HPCC será uma das primeiras tentativas de implementar em grande escala uma modelagem do córtex do tipo estocástica, que incorpora elementos probabilísticos, apresentando uma distribuição de soluções associadas a probabilidades.

“Essas simulações estocásticas podem lançar nova luz sobre o funcionamento do cérebro, tanto em condições normais como anormais, a exemplo de lesões cerebrais, o que poderia eventualmente levar a avanços na compreensão dos modos de funcionamento do córtex e o papel dos mecanismos de plasticidade.”

O HPCC do NeuroMat será o primeiro de dois ""supercomputadores"" do CEPID – um outro equipamento está sendo viabilizado com foco no armazenamento e gerenciamento de dados, dando suporte às pesquisas do NeuroMat.

O cluster será apresentado pela primeira vez à comunidade durante a VI Escola Latino-americana de Neurociência Computacional (Lascon), que será realizada de 3 a 29 de janeiro de 2016, na sede do CEPID NeuroMat, no campus da USP em São Paulo. A ideia é que pesquisadores e estudantes tenham contato com as funcionalidades do equipamento em aulas práticas.",pt,Planeta Universitário,2015-09-01
